date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
2021-03-28,US,PA,,42,,,iso1:us#iso2:us-pa,1016713,25058,1072563,11270052,1508,,24096,2224,,3769,2700,398,,2576,7164385,3917341,2007637,0.082,,28.2,0.08,1.11,0.1,0.27,,0.72,3,0.306,0.157,14,5795550
2021-03-29,US,PA,,42,,,iso1:us#iso2:us-pa,1020584,25073,1076005,11297975,1508,,23173,2363,,3634,2788,412,,3871,7164385,3971897,2055405,0.084,,30.1,0.08,1.11,0.1,0.33,,0.77,3,0.31,0.161,15,5893502
2021-03-30,US,PA,,42,,,iso1:us#iso2:us-pa,1025958,25106,1080303,11351559,1508,,24328,2591,,3614,2870,457,,5374,7404805,4003172,2084919,0.085,,32,0.07,1.1,0.1,0.38,,0.79,3,0.313,0.163,33,5947782
2021-03-31,US,PA,,42,,,iso1:us#iso2:us-pa,1030415,25150,1084767,11404722,1508,,25809,2580,,3792,2874,451,,4457,7659555,4071410,2128284,0.087,,31.8,0.07,1.09,0.1,0.33,,0.76,3,0.318,0.166,44,6056762
2021-04-01,US,PA,,42,,,iso1:us#iso2:us-pa,1034263,25179,1089165,11452748,1508,,25696,2549,,3727,2862,456,,3848,7766195,4153159,2197732,0.089,,32.1,0.07,1.09,0.1,0.35,,0.77,3,0.324,0.172,29,6201769
2021-04-02,US,PA,,42,,,iso1:us#iso2:us-pa,1038349,25206,1093442,11497517,1508,,25217,2638,,3842,2960,451,,4086,7898745,4283487,2255292,0.088,,31.1,0.08,1.08,0.1,0.34,,0.77,3,0.335,0.176,27,6384592
2021-04-03,US,PA,,42,,,iso1:us#iso2:us-pa,1043693,25243,1097273,11529172,1508,,23760,2584,,3817,2777,438,,5344,8174805,4383439,2327675,0.089,,33,0.07,1.08,0.1,0.3,,0.73,3,0.342,0.182,37,6551136
2021-04-04,US,PA,,42,,,iso1:us#iso2:us-pa,1046714,25250,1100155,11549613,1508,,23643,2593,,3848,2763,453,,3021,8174805,4457192,2379746,0.09,,33.5,0.07,1.07,0.1,0.29,,0.72,3,0.348,0.186,7,6670089
2021-04-05,US,PA,,42,,,iso1:us#iso2:us-pa,1050649,25254,1103048,11575142,1508,,22773,2715,,3678,2783,472,,3935,8174805,4505442,2424161,0.089,,33.5,0.07,1.06,0.1,0.35,,0.76,3,0.352,0.189,4,6756869
2021-04-06,US,PA,,42,,,iso1:us#iso2:us-pa,1055498,25291,1107541,11629247,1508,,24348,2889,,3689,2945,500,,4849,8568735,4528588,2448811,0.089,,33,0.07,1.06,0.1,0.4,,0.8,3,0.354,0.191,37,6802632
2021-04-07,US,PA,,42,,,iso1:us#iso2:us-pa,1060102,25342,1112249,11689691,1508,,26457,2976,,3853,3094,536,,4604,8911635,4537537,2461399,0.088,,33.1,0.07,1.05,0.1,0.41,,0.8,3,0.354,0.192,51,6819136
2021-04-08,US,PA,,42,,,iso1:us#iso2:us-pa,1064568,25380,1117255,11746458,1508,,26240,2902,,3752,2974,544,,4466,9108805,4552690,2479698,0.087,,33.8,0.07,1.04,0.1,0.41,,0.79,3,0.356,0.194,38,6842553
2021-04-09,US,PA,,42,,,iso1:us#iso2:us-pa,1069713,25421,1121965,11796700,1508,,26338,2944,,3824,3067,545,,5145,9242995,4607194,2512316,0.087,,35,0.07,1.04,0.1,0.42,,0.8,3,0.36,0.196,41,6920672
2021-04-10,US,PA,,42,,,iso1:us#iso2:us-pa,1073909,25457,1125922,11830260,1508,,25753,2833,,3821,2955,543,,4196,9541785,4926401,2775652,0.087,,33.7,0.07,1.03,0.1,0.39,,0.77,3,0.385,0.217,36,7457814
2021-04-11,US,PA,,42,,,iso1:us#iso2:us-pa,1077271,25459,1129151,11853535,1508,,24971,2847,,3790,2837,559,,3362,9542955,4986237,2837612,0.087,,34.1,0.07,1.02,0.1,0.37,,0.75,3,0.389,0.222,2,7559762
2021-04-12,US,PA,,42,,,iso1:us#iso2:us-pa,1080998,25460,1132922,11883425,1508,,23914,2931,,3682,2924,569,,3727,9542955,5059892,2911810,0.088,,33.9,0.07,1.01,0.1,0.43,,0.79,3,0.395,0.227,1,7687290
2021-04-13,US,PA,,42,,,iso1:us#iso2:us-pa,1087116,25527,1136913,11937977,1508,,25235,3009,,3672,3032,568,,6118,9681485,5129217,2982784,0.087,,35.3,0.07,1,0.1,0.47,,0.83,3,0.401,0.233,67,7811291
2021-04-14,US,PA,,42,,,iso1:us#iso2:us-pa,1093491,25580,1142166,11999717,1508,,27517,3015,,3753,2976,591,,6375,10014035,5204337,3050358,0.088,,37.3,0.06,0.99,0.1,0.43,,0.79,3,0.407,0.238,53,7936989
2021-04-15,US,PA,,42,,,iso1:us#iso2:us-pa,1098619,25623,1147106,12053773,1508,,27396,3039,,3703,2906,580,,5128,10204085,5289073,3120764,0.089,,38,0.06,0.98,0.1,0.42,,0.78,3,0.413,0.244,43,8084439
2021-04-16,US,PA,,42,,,iso1:us#iso2:us-pa,1104166,25681,1151521,12102383,1508,,27301,3111,,3849,3030,591,,5547,10333705,5385761,3214140,0.088,,38.4,0.06,0.97,0.1,0.42,,0.79,3,0.421,0.251,58,8249758
2021-04-17,US,PA,,42,,,iso1:us#iso2:us-pa,1108538,25719,1154999,12135648,1508,,26285,3071,,3762,2957,592,,4372,10649235,5461018,3282010,0.087,,38.6,0.06,0.96,0.1,0.42,,0.79,3,0.427,0.256,38,8391487
2021-04-18,US,PA,,42,,,iso1:us#iso2:us-pa,1111381,25744,1157543,12156525,1508,,25274,3109,,3743,2833,605,,2843,10649235,5525174,3346275,0.086,,38.1,0.06,0.94,0.1,0.4,,0.76,3,0.432,0.261,25,8517810
2021-04-19,US,PA,,42,,,iso1:us#iso2:us-pa,1114472,25744,1161228,12188310,1508,,24286,3247,,3543,2757,604,,3091,10649235,5559900,3386346,0.085,,37.4,0.06,0.93,0.1,0.43,,0.78,3,0.434,0.265,0,8591616
2021-04-20,US,PA,,42,,,iso1:us#iso2:us-pa,1119535,25821,1165066,12245010,1508,,25442,3422,,3552,2963,632,,5063,10783625,5618596,3427409,0.084,,36.2,0.07,0.92,0.1,0.52,,0.83,3,0.439,0.268,77,8690848
2021-04-21,US,PA,,42,,,iso1:us#iso2:us-pa,1124073,25886,1169199,12305520,1508,,27771,3357,,3693,2958,617,,4538,11156275,5720590,3506017,0.081,,34.1,0.07,0.91,0.1,0.46,,0.8,3,0.447,0.274,65,8871360
2021-04-22,US,PA,,42,,,iso1:us#iso2:us-pa,1128144,25934,1172911,12355876,1508,,27156,3206,,3687,2937,618,,4071,11398645,5796239,3566747,0.079,,32.9,0.07,0.9,0.1,0.45,,0.8,3,0.453,0.279,48,9007319
2021-04-23,US,PA,,42,,,iso1:us#iso2:us-pa,1132212,25990,1176597,12402851,1508,,27066,3160,,3739,2972,606,,4068,11575915,5912750,3684394,0.077,,31.3,0.08,0.89,0.1,0.44,,0.79,3,0.462,0.288,56,9239553
2021-04-24,US,PA,,42,,,iso1:us#iso2:us-pa,1135903,26033,1179381,12434298,1508,,25417,3048,,3546,2701,599,,3691,11822805,6011913,3776497,0.075,,30.5,0.08,0.88,0.1,0.41,,0.76,3,0.47,0.295,43,9430907
2021-04-25,US,PA,,42,,,iso1:us#iso2:us-pa,1138529,26038,1181862,12456610,1508,,25196,2930,,3821,2813,563,,2626,11822805,6058101,3828493,0.075,,30.3,0.08,0.88,0.1,0.36,,0.74,3,0.473,0.299,5,9527786
2021-04-26,US,PA,,42,,,iso1:us#iso2:us-pa,1141219,26042,1184611,12486157,1508,,24007,2962,,3517,2703,582,,2690,11822805,6103395,3868459,0.073,,29.8,0.08,0.87,0.1,0.42,,0.77,3,0.477,0.302,4,9613437
2021-04-27,US,PA,,42,,,iso1:us#iso2:us-pa,1144880,26120,1187978,12542835,1508,,24882,2860,,3626,2932,573,,3661,11928615,6151465,3903690,0.071,,28.3,0.08,0.86,0.1,0.45,,0.81,3,0.481,0.305,78,9696649
2021-04-28,US,PA,,42,,,iso1:us#iso2:us-pa,1148422,26185,1191303,12598708,1508,,26885,2851,,3835,3029,568,,3542,12260615,6204777,3956547,0.07,,27.2,0.09,0.86,0.1,0.41,,0.79,3,0.485,0.309,65,9800202
2021-04-29,US,PA,,42,,,iso1:us#iso2:us-pa,1151784,26233,1194585,12645616,1508,,27204,2705,,3709,2944,559,,3362,12499395,6267560,4027307,0.07,,26.4,0.09,0.85,0.1,0.42,,0.79,3,0.49,0.315,48,9931324
2021-04-30,US,PA,,42,,,iso1:us#iso2:us-pa,1156246,26275,1197534,12689428,1508,,26560,2727,,3823,3037,527,,4462,12618775,6326613,4092041,0.068,,26.8,0.09,0.84,0.1,0.4,,0.79,3,0.494,0.32,42,10051650
2021-05-01,US,PA,,42,,,iso1:us#iso2:us-pa,1158964,26307,1199877,12717231,1508,,25611,2655,,3747,2888,516,,2718,12877055,6417965,4191552,0.068,,25.7,0.09,0.84,0.1,0.38,,0.77,3,0.501,0.327,32,10238628
2021-05-02,US,PA,,42,,,iso1:us#iso2:us-pa,1161184,26327,1201610,12735601,1508,,24705,2574,,3737,2797,508,,2220,12877055,6444967,4226547,0.066,,25.3,0.09,0.83,0.1,0.35,,0.75,3,0.503,0.33,20,10297139
2021-05-03,US,PA,,42,,,iso1:us#iso2:us-pa,1163552,26330,1203765,12762434,1508,,23392,2534,,3609,2875,519,,2368,12877055,6479070,4264320,0.065,,24.9,0.09,0.83,0.1,0.41,,0.8,2,0.506,0.333,3,10367062
2021-05-04,US,PA,,42,,,iso1:us#iso2:us-pa,1166208,26383,1206305,12811077,1508,,24694,2552,,3548,2920,517,,2656,12985685,6509831,4308237,0.064,,23.8,0.1,0.82,0.1,0.45,,0.82,2,0.509,0.337,53,10438087
2021-05-05,US,PA,,42,,,iso1:us#iso2:us-pa,1168595,26446,1209036,12866682,1508,,27387,2613,,3700,2931,503,,2387,13140145,6550777,4363781,0.062,,22.5,0.1,0.82,0.1,0.4,,0.79,2,0.512,0.341,63,10531067
2021-05-06,US,PA,,42,,,iso1:us#iso2:us-pa,1171863,26497,1211400,12907562,1508,,26921,2420,,3736,2897,481,,3268,13321225,6601129,4433300,0.06,,22.4,0.11,0.81,0.1,0.36,,0.78,2,0.516,0.346,51,10644951
2021-05-07,US,PA,,42,,,iso1:us#iso2:us-pa,1174510,26547,1213493,12944415,1508,,25907,2490,,3798,2916,470,,2647,13378425,6647012,4507142,0.059,,20.4,0.12,0.81,0.1,0.35,,0.77,2,0.519,0.352,50,10758543
2021-05-08,US,PA,,42,,,iso1:us#iso2:us-pa,1176855,26578,1215012,12969503,1508,,25029,2339,,3868,2923,450,,2345,13571705,6698507,4579338,0.057,,20,0.12,0.81,0.1,0.32,,0.76,2,0.523,0.358,31,10877689
2021-05-09,US,PA,,42,,,iso1:us#iso2:us-pa,1177967,26589,1216164,12987365,1508,,24089,2167,,3806,2814,453,,1112,13571705,6727935,4629086,0.055,,18.7,0.13,0.8,0.1,0.31,,0.74,2,0.526,0.362,11,10952811
2021-05-10,US,PA,,42,,,iso1:us#iso2:us-pa,1179648,26597,1217882,13013151,1508,,22386,2099,,3467,2660,416,,1681,13571705,6751378,4662628,0.053,,18,0.13,0.8,0.1,0.34,,0.77,2,0.527,0.364,8,11005196
2021-05-11,US,PA,,42,,,iso1:us#iso2:us-pa,1181864,26650,1219937,13057869,1508,,24623,2159,,3553,2831,449,,2216,13625925,6793943,4724261,0.052,,17.5,0.13,0.79,0.1,0.38,,0.8,2,0.531,0.369,53,11106182
2021-05-12,US,PA,,42,,,iso1:us#iso2:us-pa,1183747,26715,1221852,13104410,1508,,25941,2081,,3786,2962,416,,1883,13807225,6820328,4774078,0.051,,16.9,0.14,0.79,0.1,0.34,,0.78,2,0.533,0.373,65,11178395
2021-05-13,US,PA,,42,,,iso1:us#iso2:us-pa,1186310,26751,1223643,13140409,1508,,26215,1942,,3661,2827,397,,2563,13870505,6866823,4842853,0.05,,16.1,0.15,0.79,0.1,0.32,,0.77,2,0.536,0.378,36,11288966
2021-05-14,US,PA,,42,,,iso1:us#iso2:us-pa,1187953,26780,1225212,13172923,1508,,25748,1984,,3771,2933,399,,1643,13988115,6896760,4889879,0.049,,15,0.16,0.79,0.1,0.32,,0.78,2,0.539,0.382,29,11362846
2021-05-15,US,PA,,42,,,iso1:us#iso2:us-pa,1189690,26803,1226491,13196590,1508,,24387,1863,,3702,2799,364,,1737,14115885,6940458,4944458,0.048,,14.3,0.16,0.78,0.1,0.29,,0.76,2,0.542,0.386,23,11456614
2021-05-16,US,PA,,42,,,iso1:us#iso2:us-pa,1190577,26869,1227434,13211356,1508,,24226,1718,,3692,2712,360,,887,14115885,6984945,5001289,0.048,,14.1,0.17,0.78,0.1,0.27,,0.73,2,0.546,0.391,66,11557842
2021-05-17,US,PA,,42,,,iso1:us#iso2:us-pa,1191979,26890,1228552,13234531,1508,,23144,1765,,3599,2767,367,,1402,14115885,7010884,5032660,0.046,,13.8,0.17,0.78,0.1,0.31,,0.77,2,0.548,0.393,21,11612451
2021-05-18,US,PA,,42,,,iso1:us#iso2:us-pa,1193608,26927,1230012,13275084,1508,,24330,1737,,3673,2881,353,,1629,14166565,7038721,5071114,0.044,,13.1,0.18,0.78,0.1,0.31,,0.78,2,0.55,0.396,37,11675948
2021-05-19,US,PA,,42,,,iso1:us#iso2:us-pa,1194659,26981,1231299,13312809,1508,,25770,1760,,3771,2873,346,,1051,14320745,7090220,5135168,0.043,,12.2,0.19,0.77,0.1,0.28,,0.76,2,0.554,0.401,54,11788830
2021-05-20,US,PA,,42,,,iso1:us#iso2:us-pa,1196398,27019,1232443,13342736,1508,,26291,1671,,3654,2731,340,,1739,14487355,7129435,5183394,0.042,,11.3,0.21,0.77,0.1,0.27,,0.75,2,0.557,0.405,38,11872222
2021-05-21,US,PA,,42,,,iso1:us#iso2:us-pa,1198106,27043,1233505,13369613,1508,,25821,1632,,3660,2715,323,,1708,14563035,7185382,5234840,0.04,,11.3,0.21,0.76,0.1,0.25,,0.74,2,0.561,0.409,24,11975701
2021-05-22,US,PA,,42,,,iso1:us#iso2:us-pa,1198106,27079,1234433,13387169,1508,,25153,1552,,3640,2693,321,,0,14630805,7228573,5290521,0.04,,9.4,0.25,0.76,0.1,0.25,,0.74,1,0.565,0.413,36,12070286
2021-05-23,US,PA,,42,,,iso1:us#iso2:us-pa,1200202,27089,1235015,13398402,1508,,24261,1464,,3650,2587,316,,2096,14630805,7257639,5326245,0.039,,10.7,0.22,0.75,0.1,0.23,,0.71,2,0.567,0.416,10,12131356
2021-05-24,US,PA,,42,,,iso1:us#iso2:us-pa,1201370,27089,1235743,13417697,1508,,23184,1503,,3629,2766,320,,1168,14630805,7278884,5353652,0.038,,10.5,0.22,0.75,0.1,0.27,,0.76,2,0.569,0.418,0,12177301
2021-05-25,US,PA,,42,,,iso1:us#iso2:us-pa,1202166,27137,1236724,13448704,1508,,24597,1573,,3676,2886,323,,796,14707405,7296700,5378692,0.037,,9.5,0.25,0.74,0.1,0.29,,0.79,1,0.57,0.42,48,12218849
2021-05-26,US,PA,,42,,,iso1:us#iso2:us-pa,1203130,27180,1237604,13478218,1508,,26288,1539,,3856,2958,309,,964,14791175,7331331,5417937,0.037,,9.5,0.25,0.73,0.1,0.26,,0.77,1,0.573,0.423,43,12290530
2021-05-27,US,PA,,42,,,iso1:us#iso2:us-pa,1204359,27219,1238448,13502607,1508,,25750,1517,,3917,2961,299,,1229,14871305,7368901,5462969,0.036,,8.9,0.27,0.73,0.1,0.24,,0.76,1,0.576,0.427,39,12369985
2021-05-28,US,PA,,42,,,iso1:us#iso2:us-pa,1205240,27242,1239120,13525449,1508,,25460,1664,,3794,2845,279,,881,14959855,7403072,5501721,0.035,,8,0.3,0.72,0.1,0.23,,0.75,1,0.578,0.43,23,12440155
2021-05-29,US,PA,,42,,,iso1:us#iso2:us-pa,1205950,27257,1239690,13541272,1508,,24300,1486,,3719,2712,261,,710,15063565,7443313,5544922,0.033,,8.8,0.27,0.72,0.1,0.21,,0.73,1,0.581,0.433,15,12521140
2021-05-30,US,PA,,42,,,iso1:us#iso2:us-pa,1206440,27263,1240080,13551017,1508,,23547,1426,,3730,2632,263,,490,15063565,7466772,5573531,0.032,,7,0.34,0.72,0.1,0.19,,0.71,1,0.583,0.435,6,12571563
2021-05-31,US,PA,,42,,,iso1:us#iso2:us-pa,1206755,27268,1240485,13560449,1508,,22195,1446,,3681,2606,274,,315,,,,0.032,,6,0.39,0.71,0.1,0.2,,0.71,1,,,5,
2021-06-01,US,PA,,42,,,iso1:us#iso2:us-pa,1207596,27270,1240970,13579083,1508,,22595,1402,,3679,2702,255,,841,15063565,7489056,5597140,0.032,,6.1,0.39,0.71,0.1,0.21,,0.73,1,0.585,0.437,2,12614213
2021-06-02,US,PA,,42,,,iso1:us#iso2:us-pa,1208133,27315,1241608,13612028,1508,,25844,1451,,3853,2803,234,,537,15097495,7504071,5616507,0.029,,5.6,0.42,0.71,0.1,0.18,,0.73,1,0.586,0.439,45,12648220
2021-06-03,US,PA,,42,,,iso1:us#iso2:us-pa,1208879,27349,1242254,13640626,1508,,26277,1430,,3803,2820,225,,746,15131825,7518165,5633265,0.027,,5,0.47,0.71,0.1,0.19,,0.74,1,0.587,0.44,34,12677443
2021-06-04,US,PA,,42,,,iso1:us#iso2:us-pa,1209492,27380,1242757,13664455,1508,,26018,1203,,3793,2857,203,,613,15179925,7571498,5711891,0.025,,4.7,0.5,0.71,0.1,0.18,,0.75,1,0.591,0.446,31,12805618
2021-06-05,US,PA,,42,,,iso1:us#iso2:us-pa,1209878,27404,1243195,13680938,1508,,25348,1093,,3763,2741,197,,386,15248525,7602711,5750440,0.024,,4.4,0.54,0.71,0.1,0.16,,0.73,1,0.594,0.449,24,12874233
2021-06-06,US,PA,,42,,,iso1:us#iso2:us-pa,1210213,27408,1243478,13691064,1508,,24449,1002,,3763,2592,184,,335,15248525,7603927,5751977,0.024,,4.2,0.56,0.71,0.1,0.14,,0.69,1,0.594,0.449,4,12875076
2021-06-07,US,PA,,42,,,iso1:us#iso2:us-pa,1210691,27414,1243836,13709145,1508,,23078,984,,3614,2670,182,,478,15248525,7625623,5778780,0.022,,4.4,0.54,0.71,0.1,0.16,,0.74,1,0.596,0.451,6,12922194
2021-06-08,US,PA,,42,,,iso1:us#iso2:us-pa,1211114,27446,1244152,13734417,1508,,24443,975,,3611,2818,177,,423,15274355,7660201,5831026,0.02,,3.9,0.6,0.71,0.1,0.18,,0.78,1,0.598,0.455,32,13007203
2021-06-09,US,PA,,42,,,iso1:us#iso2:us-pa,1211487,27472,1244546,13760528,1508,,26695,957,,3861,2956,172,,373,15290645,7670850,5848002,0.019,,3.7,0.63,0.71,0.1,0.16,,0.77,1,0.599,0.457,26,13034223
2021-06-10,US,PA,,42,,,iso1:us#iso2:us-pa,1212155,27493,1244912,13781907,1508,,25993,909,,3757,2829,174,,668,15326265,7691157,5878170,0.018,,3.7,0.64,0.71,0.1,0.16,,0.75,1,0.601,0.459,21,13084043
2021-06-11,US,PA,,42,,,iso1:us#iso2:us-pa,1212529,27510,1245214,13802158,1508,,25727,891,,3791,2786,171,,374,15336855,7722526,5899476,0.018,,3.4,0.7,0.71,0.1,0.15,,0.73,1,0.603,0.461,17,13135306
2021-06-12,US,PA,,42,,,iso1:us#iso2:us-pa,1212822,27526,1245433,13816994,1508,,24764,804,,3772,2653,155,,293,15354715,7756153,5945020,0.016,,3.3,0.72,0.71,0.1,0.12,,0.7,1,0.606,0.464,16,13212289
2021-06-13,US,PA,,42,,,iso1:us#iso2:us-pa,1213003,27540,1245604,13826431,1508,,24088,781,,3718,2539,140,,181,15354715,7777784,5980871,0.015,,3.1,0.76,0.71,0.1,0.11,,0.68,1,0.608,0.467,14,13267983
2021-06-14,US,PA,,42,,,iso1:us#iso2:us-pa,1213350,27543,1245850,13842744,1508,,22893,735,,3555,2607,132,,347,15354715,7798877,6011723,0.015,,3,0.79,0.7,0.1,0.12,,0.73,1,0.609,0.47,3,13318101
2021-06-15,US,PA,,42,,,iso1:us#iso2:us-pa,1213772,27566,1246098,13866877,1508,,24230,759,,3614,2784,129,,422,15389585,7817010,6043649,0.014,,3,0.79,0.7,0.1,0.13,,0.77,1,0.611,0.472,23,13365625
2021-06-16,US,PA,,42,,,iso1:us#iso2:us-pa,1214051,27582,1246387,13889368,1508,,26075,747,,3773,2751,118,,279,15396195,7818311,6045055,0.014,,2.9,0.82,0.7,0.1,0.1,,0.73,1,0.611,0.472,16,13366581
2021-06-17,US,PA,,42,,,iso1:us#iso2:us-pa,1214395,27597,1246658,13909402,1508,,25582,700,,3712,2692,106,,344,15441455,7860716,6117497,0.014,,2.5,0.94,0.69,0.1,0.09,,0.73,1,0.614,0.478,15,13479483
2021-06-18,US,PA,,42,,,iso1:us#iso2:us-pa,1214620,27612,1246874,13927730,1508,,25550,680,,3812,2768,107,,225,15458235,7885699,6149476,0.013,,2.3,1.01,0.69,0.1,0.09,,0.73,1,0.616,0.48,15,13535439
2021-06-19,US,PA,,42,,,iso1:us#iso2:us-pa,1214797,27612,1247037,13941499,1508,,25093,676,,3705,2676,101,,177,15473895,7900513,6173241,0.013,,2.2,1.07,0.69,0.1,0.09,,0.72,1,0.617,0.482,0,13571908
2021-06-20,US,PA,,42,,,iso1:us#iso2:us-pa,1214901,27621,1247204,13951125,1508,,,,,,,,,104,15473895,7916522,6195723,0.013,,2.1,1.11,0.68,0.1,,,,1,0.618,0.484,9,13609746
2021-06-21,US,PA,,42,,,iso1:us#iso2:us-pa,1215116,27623,1247386,13965345,1508,,,,,,,,,215,15473895,7925876,6209491,0.012,,2,1.2,0.68,0.12,,,,1,0.619,0.485,2,13631788
2021-06-22,US,PA,,42,,,iso1:us#iso2:us-pa,1215239,27655,1247507,13976323,1508,,,,,,,,,123,15500085,7934904,6220429,0.013,,1.6,1.44,0.68,0.14,,,,1,0.62,0.486,32,13651077
2021-06-23,US,PA,,42,,,iso1:us#iso2:us-pa,1215374,27662,,,1508,,,,,,,,,135,15508345,7949302,6235274,,,1.5,1.6,0.67,0.16,,,,1,0.621,0.487,7,13679110
2021-06-24,US,PA,,42,,,iso1:us#iso2:us-pa,1215735,27675,,,1508,,,,,,,,,361,15546445,7965701,6256420,,,1.5,1.58,0.67,0.18,,,,1,0.622,0.489,13,13715484
2021-06-25,US,PA,,42,,,iso1:us#iso2:us-pa,,,,,1508,,,,,,,,,,,,,,,,,,,,,,1,,,,
